Species_ID	Gene_ID	Group	Annotation	Main_catalytic_domain_(Pssm-ID)	Additional_domains_(Pssm-ID)	Notes
Mner	g83235.t1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Mphi	scaf.50301.0.3	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Obim	XP_014785648.2	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Oedu	XP_048729555.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Pcan	XP_025083514.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Pcor	DN35937.c0.g1.i1.p1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Pgen	DN134171.c0.g1.i1.p1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Pmar	DN32846.c0.g1.i1.p1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Pmax	XP_033724493.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Pstr	KAK3602726.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Pvir	s00246g193	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Pyes	XP_021353421.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Rdec	DN21003.c0.g1.i2.p1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Rphi	XP_060586301.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Sbro	EVM0017513.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Sbro	EVM0014371.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Scon	Chr12.1684	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Sglo	Sgl005363	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Tsqu	DN37.c29.g1.i1.p1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Acal	XP_005091040.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Airc	Contig281.47	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Amar	Ama23426	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Apec	DN27027.c0.g1.i2.p1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Apur	scaffold.17.163	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Bgla	XP_055899100.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Cang	XP_052711314.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Cari	EVM0024311.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Cgig	XP_034303195.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Cpli	DN78931.c1.g1.i1.p1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Csin	Hic.asm.2.101	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Cvir	XP_022292787.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Dpol	XP_052270473.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Gaeg	XP_041365083.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Hbia	M00000027642	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Hruf	XP_048241610.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Mare	XP_052801997.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Mcal	XP_052066630.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Mchi	DN25972.c0.g1.i1.p1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Mcor	CAC5383890.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Medu	CAG2257106.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Mgal	VDH93464.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Mgal	VDH93462.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Mgal	VDH93463.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Mmar	MMAM00000018109	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Mmer	XP_045177340.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Mmod	DN2607.c0.g2.i1.p1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Mphi	scaf.69935.0.10	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Obim	XP_052825413.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Oedu	XP_055996035.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Osin	XP_029638459.2	Fox	Fox-N1/4	Forkhead_domain_N4_(410831)	N/A	-
Pcan	XP_025087495.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Pcor	DN55558.c0.g2.i1.p1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Pcor	DN55558.c0.g1.i1.p1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Pgen	DN145626.c0.g1.i1.p1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Pmar	DN30748.c0.g1.i1.p1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Pmax	XP_033751425.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Poku	DN42531.c0.g1.i1.p1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Ppur	DN195653.c0.g1.i1.p1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Pstr	KAK3587366.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Pvir	s24333g45	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Pyes	XP_021371548.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Rdec	DN20122.c0.g1.i1.p1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Rphi	XP_060606682.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Sbro	EVM0009578.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Scon	Chr14.2061	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Sglo	Sgl004456	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Sgra	DN11935.c0.g2.i3.p1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Tgra	KAJ8298705.1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Tsqu	DN22139.c0.g1.i1.p1	Fox	Fox-N1/4	Forkhead_domain_N1_(410804)	N/A	-
Acal	XP_005099217.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Airc	Contig117.153	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Amar	Ama09979	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Apec	DN11918.c0.g1.i10.p1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Apur	scaffold.489.22	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Bgla	XP_013084252.2	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Cang	XP_052698143.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Cari	EVM0016469.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Cflu	DN125734.c1.g1.i8.p1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Cgig	XP_034324255.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Cpli	DN79231.c0.g1.i7.p1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Csin	Hic.asm.10.136	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Cvir	XP_022331167.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Dpol	XP_052270965.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Gaeg	XP_041353111.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Hbia	M00000030949	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Hruf	XP_046351344.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Mare	XP_052767715.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Mcal	XP_052107190.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Mchi	DN39446.c1.g1.i1.p1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Mcor	CAC5378437.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Medu	CAG2235611.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Mgal	VDI80286.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Mgal	VDI80289.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Mgal	VDI80287.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Mmar	MMAM00000016688	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Mmer	XP_053376884.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Mmod	DN2418.c0.g1.i31.p1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Mner	g156153.t2	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Mphi	scaf.37509.0.5	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Obim	XP_052822674.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Oedu	XP_048735022.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Osin	XP_029633348.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Pcan	XP_025106088.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Pcor	DN195240.c0.g1.i1.p1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Pcor	DN5191.c0.g2.i7.p1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Pcor	DN18451.c0.g2.i3.p1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Pgen	DN14328.c0.g1.i3.p1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Pmar	DN42157.c1.g1.i3.p1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Pmax	XP_033734749.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Poku	DN17429.c4.g1.i2.p1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Ppur	DN5075.c0.g1.i1.p1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Pstr	KAK3595953.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Pvir	s00410g95	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Pyes	XP_021366964.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Rdec	DN22296.c2.g1.i1.p1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Rphi	XP_060552999.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Sglo	Sgl013452	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Sgra	DN13133.c0.g2.i8.p1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Tgra	KAJ8308641.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Tgra	KAJ8316727.1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Tsqu	DN75347.c0.g1.i2.p1	Fox	Fox-N2/3	Forkhead_domain_N3_(410833)	N/A	-
Acal	XP_005112460.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Airc	Contig116.24	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Amar	Ama07814	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Apec	DN23636.c0.g1.i1.p1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Apur	scaffold.712.6	Fox	Fox-O	Forkhead_domain_O1_(410834)	N/A	-
Bgla	XP_013095255.2	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Cang	XP_052708272.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Cari	EVM0000968.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Cflu	DN112955.c5.g3.i5.p1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Cgig	XP_011414359.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Cpli	DN72415.c5.g1.i1.p1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Cvir	XP_022287692.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Cvir	XP_022287423.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Dpol	XP_052243903.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Gaeg	XP_041351714.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Hbia	M00000024236	Fox	Fox-O	Forkhead_domain_O1_(410834)	N/A	-
Hruf	XP_046374293.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Lorb	DN142512.c0.g1.i1.p1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Mare	XP_052808484.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Mcal	XP_052087664.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Mchi	DN32908.c0.g1.i3.p1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Mcor	CAC5392548.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Mmar	MMAM00000004017	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Mmer	XP_045195791.2	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Mmod	DN145.c2.g1.i21.p1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Mner	g187283.t1	Fox	Fox-O	Forkhead_domain_O3_(410835)	N/A	-
Obim	XP_052832486.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Oedu	XP_048766900.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Osin	XP_029657040.1	Fox	Fox-O	Forkhead_domain_O1_(410834)	N/A	-
Pcan	XP_025097678.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Pcor	DN20008.c0.g1.i2.p1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Pcor	DN7549.c0.g2.i1.p1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Pcor	DN7549.c0.g3.i2.p1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Pgen	DN24871.c0.g1.i3.p1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Pgen	DN24871.c0.g1.i3.p2	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Pmar	DN44399.c0.g5.i1.p1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Pmax	XP_033740844.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Poku	DN10962.c1.g2.i2.p1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Ppur	DN72510.c0.g1.i1.p1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Pstr	KAK3576955.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Pvir	s00079g102	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Pyes	XP_021377366.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Rdec	DN30721.c0.g1.i1.p1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Rphi	XP_060589384.1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Scon	Chr2.491	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Sglo	Sgl018351	Fox	Fox-O	Forkhead_domain_O1_(410834)	N/A	-
Sgra	DN5576.c0.g1.i1.p1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Tsqu	DN138852.c0.g1.i1.p1	Fox	Fox-O	Forkhead_domain_O_(410806)	N/A	-
Airc	Contig3461.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Airc	Contig330.72	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Apur	scaffold.576.108	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Cang	XP_052673828.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Cari	EVM0015778.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Cgig	XP_011412452.2	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Cvir	XP_022300144.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Dpol	XP_052234997.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Dpol	XP_052237166.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Gaeg	XP_041362068.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Hbia	M00000010651	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Hruf	XP_048236781.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Hruf	XP_046328651.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Mcal	XP_052089402.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Mcor	CAC5388114.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Medu	CAG2250347.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Mgal	VDI05563.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Mgal	VDI05564.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Mmar	MMAM00000027087	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Mmer	XP_045182963.2	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Mmod	DN9753.c0.g1.i1.p1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Mphi	scaf.66119.0.21	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Oedu	XP_048731527.2	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Pmar	DN32892.c0.g1.i1.p1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Pmax	XP_033727511.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Pstr	KAK3609024.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Pvir	s01298g51	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Pyes	XP_021354438.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Rdec	DN23702.c2.g1.i2.p1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Rphi	XP_060566633.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Sbro	EVM0009544.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Scon	Chr1.409	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Sglo	Sgl004484	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Tgra	KAJ8322379.1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Tsqu	DN207442.c0.g1.i1.p1	Fox	Fox-OG13/NA	Forkhead_domain_P_(410807)	N/A	-
Acal	XP_005106916.3	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Airc	Contig85.21	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Amar	Ama19770	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Apur	scaffold.360.14	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Bgla	XP_013071662.2	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Cang	XP_052676257.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Cari	EVM0001823.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Cgig	XP_011439389.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Cpli	DN35479.c0.g1.i1.p1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Csin	Hic.asm.12.159	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Cvir	XP_022296913.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Dpol	XP_052253230.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Dpol	XP_052253240.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Gaeg	XP_041347345.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Hbia	M00000015843	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Hruf	XP_046382017.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Mare	XP_052778846.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Mcal	XP_052062481.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Mcor	CAC5419515.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Medu	CAG2199155.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Mgal	VDI50805.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Mmar	MMAM00000012410	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Mmer	XP_045166371.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Mphi	scaf.67833.0.2	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Obim	XP_014772941.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Oedu	XP_048742700.2	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Pcan	XP_025096321.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Pcor	DN7667.c0.g1.i1.p1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Pcor	DN34039.c0.g1.i1.p1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Pcor	DN7667.c0.g3.i1.p1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Pmax	XP_033744896.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Pstr	KAK3589497.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Pyes	XP_021371037.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Rphi	XP_060586724.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Sbro	EVM0000506.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Sbro	EVM0006433.1	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Scon	Chr7.1624	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Sglo	Sgl024307	Fox	Fox-OG15/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2b
Airc	Contig1425.7	Fox	Fox-OG16/NA	Forkhead_domain_Q2_(410809)	N/A	-
Apur	scaffold.604.173	Fox	Fox-OG16/NA	Forkhead_domain_Q2_(410809)	N/A	-
Cang	XP_052676026.1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Cari	EVM0023364.1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Cflu	DN107758.c5.g1.i2.p1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Cgig	XP_019927657.2	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Cpli	DN70609.c0.g1.i2.p1	Fox	Fox-OG16/NA	Forkhead_domain_Q2_(410809)	N/A	-
Cvir	XP_022321288.1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Cvir	XP_022295893.1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Dpol	XP_052222623.1	Fox	Fox-OG16/NA	Forkhead_domain_Q2_(410809)	N/A	-
Gaeg	XP_041365712.1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Hbia	M00000030826	Fox	Fox-OG16/NA	Forkhead_domain_Q2_(410809)	N/A	-
Hruf	XP_046364140.2	Fox	Fox-OG16/NA	Forkhead_domain_Q2_(410809)	N/A	-
Lorb	DN243786.c0.g1.i1.p1	Fox	Fox-OG16/NA	Forkhead_domain_Q2_(410809)	N/A	-
Mare	XP_052802309.1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Mcor	CAC5370465.1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Medu	CAG2202185.1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Medu	CAG2246856.1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
